gene_symbol,Aux_rep1_RNA,Aux_rep2_RNA,Aux_rep3_RNA,noAux_rep1_RNA,noAux_rep2_RNA,noAux_rep3_RNA
Y39B6A.33,153,131,157,103,90,58
Y39B6A.34,8,8,4,10,21,7
gtf-2F2,11,6,16,5,4,4
reps-1,4,14,8,7,8,13
mrps-35,24,25,50,37,32,18
nhr-145,0,1,0,4,5,5
mlt-3,3,5,3,5,5,4
ttm-1,11,24,15,14,9,13
bckd-1A,105,150,155,123,137,105
abce-1,128,166,182,99,141,80
snpc-1.2,10,5,6,5,4,1
Y39E4B.5,5,14,0,5,4,0
Y39E4B.6,9,5,6,9,8,2
dhhc-8,20,19,31,41,26,20
Y39E4B.10,9,7,2,8,6,3
Y39G8B.1,19,31,46,35,41,21
Y39G8B.9,19,22,27,24,13,13
xrn-1,105,117,132,91,102,70
Y40B1A.3,11,16,20,9,12,20
sptf-3,53,85,63,46,56,47
eif-3.J,33,27,36,25,32,25
Y40B1B.7,29,11,20,15,20,8
slc-25A46,8,30,25,17,15,12
Y40H7A.10,2,0,0,1,5,1
faah-6,2,2,1,7,8,0
Y41C4A.9,18,34,30,19,11,9
Y41C4A.12,2,3,1,1,1,0
sup-1,6,10,10,8,12,3
Y41E3.1,29,36,38,13,30,20
atln-2,7,0,0,0,0,7
Y41E3.7,16,24,28,21,18,19
Y41E3.8,3,6,1,0,1,2
fcd-2,10,7,14,20,2,14
eef-1B.2,182,160,189,191,172,102
hrpu-1,100,167,129,92,93,93
Y42A5A.1,12,4,0,8,6,1
lact-8,6,0,1,5,4,4
Y42A5A.3,3,0,2,5,1,3
cdkl-1,3,4,5,2,4,4
Y43C5A.2,57,74,78,73,81,55
Y43C5A.3,6,2,0,7,14,2
Y43E12A.2,74,99,53,45,60,34
Y43F4A.1,1,0,1,6,0,1
set-25,10,17,15,5,7,20
Y43F4B.5,61,99,85,42,74,53
Y43F4B.7,16,17,11,13,8,15
Y43F4B.9,1,2,3,3,3,0
Y43F4B.10,3,4,2,1,1,0
Y43F8A.5,5,0,3,2,0,3
Y43F8B.1,73,93,79,67,71,33
Y43F8B.2,134,120,103,101,120,69
Y43F8B.3,0,0,0,5,4,3
Y43F8B.11,1,0,1,1,1,2
Y43F8C.3,9,10,15,3,11,9
dyf-19,1,1,0,11,5,4
Y43F8C.6,11,3,7,4,1,3
Y43F8C.7,21,8,13,21,11,12
mrps-28,8,22,5,6,16,10
Y43F8C.13,18,37,24,15,33,13
ani-3,2,7,1,4,5,6
grsp-1,0,1,0,0,2,0
Y44A6C.1,20,13,9,20,26,13
Y44A6D.2,9,17,29,6,14,11
Y44A6D.3,15,12,13,7,19,4
pbo-5,2,1,2,6,5,1
Y44F5A.1,12,9,12,9,9,2
acdh-11,22,14,15,13,6,6
Y45F3A.4,0,6,4,5,9,6
seld-1,2,1,8,5,7,2
tbc-9,22,35,41,35,15,16
Y45F10A.7,7,15,9,13,14,7
Y45F10B.13,42,35,52,31,36,19
Y45F10D.4,13,21,13,17,15,13
Y45F10D.6,0,4,2,9,0,0
Y45F10D.7,81,43,66,18,35,30
sas-6,8,1,2,3,12,1
icap-1,1,3,1,0,3,2
lact-9,3,8,4,13,4,10
sorb-1,21,16,40,16,37,28
tbc-17,69,61,57,40,50,37
cox-10,13,19,24,23,5,11
snrp-200,279,266,313,162,219,182
pisy-1,11,16,17,10,10,15
cnp-2,2,3,8,5,2,5
vps-2,5,26,16,9,8,18
tiar-2,7,14,11,7,17,15
cpt-1,220,217,182,282,333,199
Y46G5A.18,16,17,6,12,11,4
spds-1,16,18,16,2,12,9
acl-7,18,16,29,20,19,12
Y46G5A.29,0,0,1,4,2,1
alkb-7,1,3,1,8,3,0
fbxa-128,1,4,3,0,0,0
aakb-2,11,21,26,20,18,13
rsks-1,82,73,80,75,82,41
obr-1,12,21,31,5,22,11
Y47D3A.21,15,30,30,15,13,16
gly-9,18,26,18,18,9,21
mcm-10,8,3,1,3,0,0
pola-1,26,33,39,26,27,31
subs-4,1,1,0,3,1,0
bed-2,5,15,19,20,9,8
dhhc-2,3,10,12,3,5,0
eif-2Bbeta,9,4,15,13,14,4
Y47H9C.8,10,1,13,5,6,14
Y47H10A.4,7,12,14,2,7,6
Y48A6B.3,51,79,65,69,51,31
exos-1,10,3,6,7,4,2
kvs-4,5,3,5,5,10,2
Y48A6B.7,10,17,25,4,7,3
Y48A6B.9,1,0,1,1,0,0
rsa-2,9,7,2,14,11,6
spat-2,104,65,89,64,99,41
sup-35,15,8,3,5,9,8
Y48A6C.4,22,35,29,24,19,28
Y48B6A.1,130,169,173,94,83,75
efhd-1,20,24,12,20,22,19
jmjd-2,15,45,32,18,16,15
men-1,93,97,89,86,59,61
Y48B6A.13,5,16,10,2,15,5
Y48C3A.3,26,14,26,24,27,12
ztf-22,40,55,37,22,28,24
Y48C3A.5,6,8,10,6,12,2
sam-10,19,8,17,15,14,8
mrpl-20,10,6,6,3,3,2
dmsr-3,0,6,4,5,1,8
Y48C3A.12,35,36,34,29,43,13
Y48C3A.14,12,19,27,20,21,8
pinn-4,11,11,6,10,14,4
Y48C3A.18,13,3,9,2,4,4
Y48C3A.20,9,10,10,1,6,3
rpoa-1,156,135,134,78,97,68
ddl-2,11,4,10,9,8,3
Y48E1B.2,28,30,46,24,26,27
Y48E1B.3,9,16,8,11,9,4
mrpl-37,26,17,42,42,28,18
lin-38,15,17,6,14,13,10
clec-146,3,0,5,1,5,2
snx-14,31,26,39,28,40,16
Y48E1C.1,5,3,4,8,6,2
Y48E1C.2,7,5,3,9,4,2
Y48E1C.4,7,9,13,8,8,8
Y48G10A.1,3,19,11,11,12,2
Y48G10A.2,5,0,3,4,0,3
Y48G10A.3,15,29,28,17,25,12
Y48G10A.4,20,21,18,6,9,6
cept-2,13,7,9,6,12,7
vha-13,573,843,794,652,725,503
Y49A3A.3,8,4,3,7,8,3
glrx-5,20,11,15,15,23,11
tat-1,65,39,61,41,50,25
Y49E10.16,8,19,16,9,12,10
Y49E10.18,16,8,32,13,5,7
ani-1,74,60,62,32,44,36
scav-3,25,17,15,29,19,10
Y49E10.21,10,11,11,6,11,8
cccp-1,16,20,18,28,13,8
Y50E8A.1,0,0,0,2,0,0
Y51A2D.7,15,6,10,2,9,8
ttr-24,13,6,11,6,5,0
ttr-25,9,8,11,3,11,1
ttr-26,30,55,34,34,25,36
Y51A2D.13,4,18,15,12,26,6
Y51A2D.14,10,6,13,8,2,1
grdn-1,16,13,7,14,5,5
Y51A2D.18,10,12,10,3,10,5
Y51B9A.6,4,2,3,3,1,2
cup-14,25,28,36,29,46,19
Y51H1A.3,37,42,47,39,35,27
ing-3,11,4,9,9,12,4
mcd-1,12,25,20,15,13,12
Y51H4A.7,10,4,10,12,11,3
Y51H4A.8,4,6,1,6,7,7
set-26,53,90,115,59,56,73
Y51H4A.15,6,8,11,14,7,6
sta-1,11,8,9,16,10,2
Y51H4A.24,3,4,1,0,3,0
impt-1,2,5,0,4,2,1
Y52B11A.3,8,4,2,8,8,13
Y52B11A.4,22,21,22,20,22,22
Y52B11A.8,2,0,7,0,0,1
dxbp-1,5,3,11,3,7,2
Y52B11A.10,55,37,59,18,24,17
Y52B11C.1,25,32,13,25,23,12
strd-1,4,18,13,8,2,8
rga-2,14,11,4,9,8,6
Y53C10A.5,11,14,14,9,16,7
Y53C10A.6,7,0,2,2,2,0
Y53C12A.3,3,5,5,4,2,8
mop-25.2,15,11,9,6,8,6
Y53C12B.1,34,31,23,17,14,12
pno-1,89,49,81,80,79,33
pole-4,1,9,3,5,10,0
nsun-5,5,13,20,4,3,3
Y53F4B.9,6,12,24,13,16,5
Y53F4B.12,5,20,8,6,20,15
Y53F4B.13,37,17,28,11,17,14
Y53F4B.14,1,8,12,2,13,5
Y53F4B.18,20,29,45,16,27,27
Y53F4B.21,22,23,29,9,4,9
arp-1,43,50,47,35,46,34
Y53F4B.39,17,25,40,15,19,5
rsy-1,32,16,25,21,28,16
Y53H1A.2,0,0,2,0,1,0
cutl-10,4,12,7,8,3,9
Y53H1B.2,8,24,13,10,11,19
npr-34,3,0,3,3,1,2
smg-9,2,3,1,6,2,0
Y54E2A.4,64,81,100,79,52,44
tbc-20,8,6,15,6,6,5
ttm-5,2,6,5,4,0,1
Y54E5A.5,25,18,20,19,17,4
dus-2,5,3,7,4,10,9
Y54E5A.7,4,8,11,5,6,4
Y54E5A.8,8,10,24,14,9,18
Y54E5B.2,14,4,7,4,3,0
bub-3,19,29,22,12,26,12
Y54G9A.7,27,41,55,25,46,12
Y54G11A.1,6,4,5,1,8,1
Y54G11A.2,20,14,15,15,27,8
Y54G11A.4,13,11,12,22,14,4
Y54G11A.7,16,19,31,17,22,18
ddl-3,42,47,49,39,37,34
Y54G11A.9,1,1,0,1,0,3
Y54G11A.11,2,0,8,0,0,0
dmsr-6,1,1,0,4,2,0
efa-6,28,11,24,27,19,20
Y55D9A.2,2,12,2,0,3,7
Y56A3A.2,37,61,47,46,22,20
Y56A3A.6,15,17,15,13,18,17
Y56A3A.7,34,30,33,18,32,26
faah-4,19,29,13,16,33,25
Y56A3A.16,4,3,4,2,8,0
Y56A3A.18,33,45,45,24,35,21
Y56A3A.19,26,26,26,27,20,18
trap-4,50,30,39,42,41,32
Y56A3A.22,4,8,3,13,9,3
Y56A3A.28,9,1,16,3,14,0
ung-1,4,4,0,4,1,0
Y56A3A.30,10,8,7,6,4,0
Y56A3A.31,13,8,14,11,12,3
Y57A10A.8,1,4,7,1,8,0
tric-1B.1,27,26,30,25,23,22
Y57A10A.13,20,29,17,15,20,22
Y57A10A.14,5,1,4,0,0,0
polg-1,9,4,6,10,1,4
trpp-5,2,3,1,5,1,6
rsr-2,37,14,23,26,16,6
sinh-1,1,1,2,5,2,2
txdc-12.1,2,3,5,12,16,12
parn-2,8,8,6,6,4,4
Y57A10A.26,30,43,47,36,37,32
Y57A10A.27,45,56,52,23,25,21
tric-1B.2,4,12,10,10,12,7
Y57A10A.29,2,2,0,7,3,0
Y57A10A.31,5,13,4,2,12,2
5-Mar,5,5,6,8,4,8
btb-14,5,12,12,9,11,5
daf-22,16,16,30,14,17,14
tag-273,31,33,26,36,32,23
Y57G11A.4,8,8,22,12,10,2
Y57G11B.2,0,1,0,0,1,0
Y57G11C.3,16,16,23,21,18,10
vti-1,11,8,4,7,3,4
Y57G11C.9,58,46,41,45,50,26
nuo-3,34,43,33,30,43,35
sec-61,329,465,433,395,492,314
Y57G11C.22,5,8,19,7,3,11
Y57G11C.31,15,23,36,20,24,27
Y57G11C.33,6,2,1,5,9,3
mrps-7,8,4,9,4,11,10
anoh-2,4,3,8,10,0,1
Y57G11C.38,15,17,20,10,12,8
Y57G11C.42,0,3,0,2,0,4
Y57G11C.43,3,6,8,1,6,1
phf-14,9,3,14,3,8,0
tcc-1,109,68,78,132,98,65
prp-6,57,63,78,41,61,41
ebp-1,6,0,4,3,6,1
Y59A8B.8,11,4,8,1,7,3
nova-1,9,9,7,5,8,10
slr-2,11,17,14,6,6,11
lon-8,4,4,11,9,6,8
Y59A8B.21,3,4,1,4,2,0
snx-6,25,16,10,8,13,7
gck-3,91,190,122,100,76,128
abhd-3.1,7,18,13,12,17,6
Y60A3A.8,0,4,10,5,3,1
Y60A3A.9,18,16,23,25,23,16
fars-2,32,11,26,10,15,8
algn-7,11,4,5,6,2,2
Y60A3A.19,17,34,17,11,15,16
Y62E10A.6,7,6,9,3,5,0
emc-3,22,28,36,23,15,17
Y62E10A.13,21,24,33,10,18,16
gcl-1,4,0,8,14,14,8
Y62E10A.19,0,4,0,0,3,2
Y62F5A.9,0,2,2,0,0,0
Y63D3A.7,9,18,10,16,12,3
Y63D3A.8,26,42,32,30,35,11
ilcr-1,54,70,75,33,34,33
Y64G10A.7,16,11,23,12,16,7
Y65A5A.1,6,6,6,4,5,4
Y66A7A.2,10,6,3,4,7,6
Y66D12A.8,25,20,15,3,9,7
Y66D12A.9,95,126,139,19,48,33
Y66D12A.10,6,5,4,1,2,7
ztf-29,11,8,6,7,11,3
Y66D12A.13,6,12,10,8,7,11
nrps-1,8,8,4,9,5,0
xpb-1,22,8,36,4,15,12
Y66D12A.21,7,3,6,4,0,0
nars-2,9,23,9,10,15,2
Y66D12A.24,18,26,12,18,19,15
ssu-2,2,0,11,3,3,4
Y67A10A.7,3,1,8,0,1,0
Y67A10A.9,27,27,26,17,17,13
Y67A10A.10,2,3,6,6,1,1
cpsf-3,29,19,31,5,12,12
Y67H2A.2,11,12,10,4,9,11
micu-1,28,5,14,12,9,10
kdp-1,115,110,131,112,144,76
Y67H2A.7,6,8,11,9,6,3
Y67H2A.10,9,18,17,7,19,11
Y69E1A.5,17,10,17,6,10,1
Y69H2.3,111,209,166,111,130,112
Y69H2.7,11,18,11,5,14,9
col-42,285,220,328,246,280,199
hex-5,1,3,0,6,1,0
Y70G10A.3,33,86,67,60,65,57
usp-3,2,13,5,3,2,5
Y73F4A.1,4,3,0,0,0,0
Y73F4A.2,32,42,57,22,32,24
Y73F4A.3,3,7,1,6,8,4
Y73F8A.5,7,12,6,4,7,4
Y73F8A.24,20,32,18,13,21,14
ntl-11,17,29,22,16,15,8
Y73F8A.26,4,0,6,5,2,4
Y73F8A.27,6,2,9,10,2,0
acr-24,5,2,0,0,5,0
ari-1.4,19,24,32,9,9,4
Y75B8A.3,3,4,2,3,5,0
lonp-2,20,22,8,20,22,14
Y75B8A.6,24,14,7,24,23,11
Y75B8A.7,74,50,68,42,46,34
Y75B8A.8,50,31,45,29,40,20
lury-1,0,3,0,2,0,0
Y75B8A.13,31,37,53,15,37,25
Y75B8A.14,21,55,44,35,21,26
gmn-1,2,0,7,2,7,1
Y75B8A.19,3,10,7,3,14,4
Y75B8A.24,73,64,67,57,48,41
Y75B8A.25,10,13,34,15,27,15
Y75B8A.28,0,1,1,6,3,2
zip-12,15,13,17,21,12,6
Y75B8A.31,3,6,1,4,1,3
bath-36,0,0,0,9,1,5
acs-5,66,49,67,48,42,27
Y76A2B.4,9,14,5,17,11,3
Y76A2B.5,55,65,75,70,65,40
scav-2,12,10,11,15,11,8
Y79H2A.3,63,63,56,38,48,32
Y80D3A.9,5,5,0,2,3,0
nlp-42,3,2,3,5,0,3
gcn-2,64,77,64,52,30,46
Y87G2A.1,17,21,25,22,9,7
Y87G2A.2,6,2,2,9,2,2
atg-4.1,19,22,18,32,22,12
nyn-2,4,2,7,3,7,6
gpi-1,131,178,194,97,120,80
vps-28,5,14,10,3,4,2
eipr-1,7,5,0,3,3,9
Y87G2A.13,5,23,15,7,14,12
soem-1,2,3,2,1,4,3
Y95D11A.1,10,15,14,9,5,8
cand-1,85,113,115,89,103,67
fbxa-90,0,1,0,0,0,0
Y105C5A.1,7,12,8,5,4,3
Y105C5A.8,3,6,1,1,6,3
Y105C5A.15,16,18,26,15,25,25
daf-38,5,6,2,2,5,1
Y105C5A.24,10,21,15,8,9,14
Y105C5B.5,16,12,13,11,26,17
Y105C5B.9,10,10,25,17,28,9
Y105C5B.15,24,42,50,25,32,19
Y105E8A.1,5,2,1,6,9,4
Y105E8A.2,10,33,25,22,18,7
Y105E8A.3,21,25,36,39,26,29
tcab-1,0,5,0,0,4,1
hpo-13,70,113,91,30,60,62
Y105E8A.11,3,3,4,3,2,2
catp-1,16,22,38,23,30,17
Y105E8A.14,6,23,17,8,21,13
ekl-4,15,6,13,10,15,5
yars-1,49,42,46,53,41,26
Y105E8A.20,7,5,3,0,9,0
Y105E8A.21,13,6,15,5,12,9
rpom-1,30,52,41,28,31,20
Y105E8A.25,121,114,140,116,143,107
zoo-1,57,86,108,52,76,53
exoc-8,24,32,31,14,19,19
riok-2,69,73,75,52,62,45
bath-40,8,4,14,9,8,10
hprt-1,51,42,78,31,53,33
Y105E8B.7,3,0,4,5,1,3
Y106G6A.1,6,6,4,6,6,5
epg-8,3,3,1,5,8,7
dsbn-1,4,5,5,5,0,2
Y106G6D.6,0,0,0,0,0,0
rbm-12,35,29,29,21,34,23
Y106G6E.4,3,0,1,5,2,0
csnk-1,20,48,30,26,46,30
Y106G6G.2,15,15,12,19,10,20
Y106G6G.4,0,8,5,0,5,0
Y106G6H.1,12,20,26,6,15,6
pdpr-1,13,16,22,22,24,12
Y106G6H.6,5,3,4,2,3,4
Y106G6H.8,0,6,5,2,5,0
Y106G6H.14,5,2,6,4,5,0
ska-1,4,1,1,0,0,8
sql-1,46,34,56,42,45,21
aakg-1,91,92,75,66,61,45
Y111B2A.10,11,2,6,6,2,9
Y111B2A.12,53,47,79,53,45,35
gtf-2A2,10,0,5,4,7,7
tpst-1,9,10,14,8,17,14
elpc-2,25,23,17,9,26,11
spin-4,30,38,24,38,38,41
hut-1,12,6,15,6,12,0
sas-1,10,6,14,7,4,2
lgc-55,3,14,10,3,3,5
nlp-69,4,3,5,4,5,5
cdkr-3,26,20,27,8,11,8
prmt-1,130,108,127,97,90,98
sld-5,8,3,4,6,7,3
Y116A8C.3,0,1,0,2,3,0
Y116A8C.9,7,14,15,7,24,2
Y116A8C.10,1,8,9,10,5,6
Y116A8C.13,6,24,10,5,11,1
snx-13,18,20,25,21,25,18
Y116A8C.27,17,32,20,9,22,11
bca-2,9,11,11,16,14,10
Y116A8C.30,9,11,11,3,5,3
sfa-1,36,44,30,20,34,26
ZC15.1,6,3,5,3,0,7
mlt-4,5,5,3,1,0,0
fbxa-31,3,4,1,2,5,4
fbxa-37,0,0,0,0,4,0
cls-3,17,5,18,14,13,4
npr-29,0,5,5,0,2,1
ZC116.1,21,16,13,8,12,7
ZC116.3,13,18,11,8,14,15
orc-5,2,3,4,0,1,1
ZC247.1,112,81,132,110,116,108
ZC247.2,4,5,3,11,6,8
cbs-1,54,78,86,62,46,35
mlck-1,13,8,11,13,6,9
ZC373.5,5,2,6,2,5,4
ZC374.2,7,5,10,3,8,2
ZC376.2,2,1,2,3,0,2
ZC376.3,1,0,7,0,2,0
ceh-74,10,2,7,9,12,3
ZC376.6,15,9,15,2,5,5
atfs-1,76,66,57,54,57,47
mppb-1,21,12,13,5,20,9
msa-1,8,7,13,15,10,8
ZC412.3,121,91,126,80,95,50
ZC434.4,9,1,15,14,10,4
coa-6,2,0,0,2,0,2
ZC434.8,2,3,2,3,2,2
ZC434.9,11,11,6,14,6,4
ZC443.1,6,3,0,5,2,0
ZC443.3,19,9,9,8,3,8
ZC443.4,9,2,28,4,14,5
ugt-18,0,0,4,1,0,1
ugt-16,25,34,49,7,5,0
ZC455.1,21,33,35,21,23,25
ugt-4,4,2,0,2,3,1
ugt-5,14,5,14,5,4,5
lgc-37,0,15,7,9,4,9
cdk-11.2,11,2,12,9,7,8
ZC506.1,20,30,30,20,22,22
pssy-1,43,20,36,31,21,22
best-22,12,24,15,10,8,4
ghi-1,7,13,8,11,1,11
rad-23,8,31,31,20,10,8
coa-7,11,10,7,8,7,8
nep-1,7,0,5,6,11,3
ZK131.11,22,58,41,33,61,28
ZK228.3,10,0,6,2,2,4
ZK228.4,7,4,8,4,0,1
ZK262.2,1,1,5,0,3,1
ZK262.3,9,6,0,5,9,8
sre-23,1,0,0,0,0,0
nol-16,11,15,23,10,11,11
ZK265.7,17,10,5,8,5,5
ZK287.1,10,5,6,4,2,5
sulp-8,10,4,14,5,9,2
ZK287.7,0,2,3,0,0,4
tep-1,81,89,68,93,76,62
klu-1,12,16,27,11,22,11
ZK455.5,0,2,2,1,5,1
ZK512.2,60,67,65,39,36,33
ZK512.4,0,0,0,0,0,0
sec-16,29,55,77,45,76,39
ZK512.7,0,0,0,0,0,1
ZK524.4,29,34,32,41,25,35
ZK550.2,2,1,0,6,3,0
ZK550.3,72,76,53,72,65,47
gtf-2E1,8,1,11,13,7,4
ZK550.6,3,3,1,9,1,5
pyk-2,45,23,41,39,29,20
ZK593.3,0,0,0,0,2,0
fic-1,6,7,2,5,4,2
ZK596.1,20,31,35,16,22,19
ZK632.2,14,25,20,12,11,12
riok-3,28,28,33,15,34,14
ZK632.4,43,69,52,66,59,38
ZK632.5,3,8,3,1,0,2
panl-3,43,34,43,40,45,24
ZK632.9,6,10,6,8,16,6
ZK632.10,11,12,16,9,22,11
ZK632.11,12,7,4,4,7,8
ZK632.12,11,7,16,8,10,7
ZK632.14,0,1,0,0,3,2
svop-1,6,8,7,4,7,3
ZK637.2,14,7,8,1,0,4
lnkn-1,32,39,37,29,39,13
asna-1,28,94,77,51,55,34
trxr-2,2,6,2,2,2,4
glb-1,8,15,13,16,4,12
ZK637.14,3,5,8,3,1,3
arrd-15,17,41,19,13,12,17
seb-2,2,1,5,4,1,2
ZK643.5,36,36,43,51,48,23
ZK662.2,0,1,0,4,6,1
spv-1,46,34,44,24,34,26
dbt-1,44,37,46,36,56,35
ZK669.5,1,1,1,6,5,2
ZK673.1,4,1,6,8,5,3
ZK673.2,85,80,95,109,120,54
rev-1,4,6,12,9,1,0
ZK757.2,0,6,11,9,11,2
dhhc-4,1,2,7,3,3,8
ZK792.1,6,2,4,1,6,3
ZK792.4,7,7,2,6,1,3
ZK792.5,29,35,31,20,19,14
atg-4.2,4,7,5,2,1,2
ipmk-1,10,6,8,15,9,6
ZK795.3,7,14,10,1,9,6
ZK809.3,25,27,26,36,26,8
ZK809.5,9,30,14,15,15,20
ZK809.8,9,4,4,3,4,1
ZK822.2,11,6,11,9,16,14
ZK822.4,59,37,93,42,52,46
ZK822.5,21,39,24,17,36,20
gdh-1,753,528,729,574,683,397
ZK829.7,25,16,24,15,11,6
ogdh-2,75,85,70,103,79,49
gopc-1,9,8,13,11,13,6
ZK856.5,11,10,8,13,3,2
ZK856.6,0,0,0,0,3,3
ZK856.7,41,15,42,33,33,16
chpf-1,20,14,17,24,26,24
rpc-25,3,0,9,0,2,0
ZK856.11,5,3,7,7,12,2
tftc-3,21,9,28,12,14,6
gld-4,54,52,57,46,41,32
ZK858.5,3,1,3,2,3,3
ZK858.6,28,47,42,36,42,32
ZK858.7,11,8,16,11,7,0
elpc-3,7,23,24,5,10,8
usip-1,5,9,5,6,9,12
ZK863.8,6,2,4,5,9,0
ZK896.4,4,3,0,2,8,1
ZK896.5,4,0,1,5,4,0
clec-187,9,5,5,0,4,3
clec-186,48,128,103,36,61,23
nstp-5,27,37,23,20,27,23
ZK899.2,6,18,3,6,10,5
ZK909.3,9,12,4,15,7,0
ZK909.6,3,3,3,0,1,0
vps-15,32,44,39,26,32,36
vab-23,4,10,10,4,4,4
arrd-4,3,0,2,3,7,0
lact-2,3,14,14,26,15,8
puf-12,157,141,175,88,96,67
nep-26,41,46,35,72,55,30
clpp-1,23,69,40,28,38,31
ZK970.7,1,0,1,2,2,0
ZK1010.2,4,0,10,2,4,4
frg-1,16,4,18,13,3,1
ZK1010.8,4,2,3,7,3,0
ZK1025.3,0,0,0,14,12,4
mmcm-1,72,70,114,59,65,50
ccdc-47,88,59,73,57,67,49
nit-1,5,6,6,4,0,3
ZK1058.9,60,87,78,44,71,46
ZK1067.2,26,27,39,27,28,23
ZK1067.3,4,7,5,4,5,2
ZK1073.1,34,35,45,38,43,34
obr-3,21,25,21,15,16,14
ZK1098.1,34,18,28,23,26,30
ZK1098.2,9,1,10,4,2,6
ZK1098.3,1,2,2,0,0,1
eif-2Balpha,10,3,8,5,2,8
trpp-3,5,7,11,3,3,0
mrps-23,12,27,20,15,21,11
ZK1128.1,16,8,4,13,7,3
gtf-2H3,4,7,7,0,1,0
ttll-4,16,19,33,7,25,21
ZK1128.7,5,1,10,3,1,0
vps-29,7,21,13,22,16,2
dcaf-1,117,85,119,41,47,27
ZK1307.1,20,38,56,49,27,31
ZK1307.2,0,2,0,1,0,0
ZK1307.7,4,1,3,0,0,0
ZK1307.8,80,70,61,54,61,38
ZK1307.9,7,9,6,15,5,10
gstk-1,1,6,8,0,5,1
ZK1320.2,38,57,58,48,54,36
ZK1320.3,52,64,93,50,46,28
cyp-13A10,8,9,4,3,2,2
ZK1320.9,51,42,65,45,73,34
ZK1320.11,30,38,36,20,39,25
shk-1,6,19,23,10,9,10
ZK1321.4,25,55,23,30,28,20
C05D12.3,56,100,90,49,68,36
zipt-2.1,11,12,12,1,12,5
cyp-25A3,0,0,0,0,0,4
C37A5.3,3,2,0,0,4,0
R13H4.2,41,51,44,43,45,19
VM106R.1,6,9,14,11,10,5
mdt-9,9,8,5,3,2,0
Y106G6D.5,7,15,15,8,9,11
best-23,5,1,2,7,6,5
B0025.4,2,1,5,2,0,5
B0034.1,2,1,4,9,12,3
ain-2,60,40,40,46,66,49
B0041.5,14,16,16,3,19,6
ptps-1,0,2,7,1,0,0
B0041.8,6,1,7,1,0,5
B0205.1,12,1,13,5,7,1
B0205.6,35,25,32,19,35,23
B0205.8,4,3,1,0,1,0
B0205.9,9,8,10,12,5,5
mrpl-9,18,24,11,15,16,15
B0207.6,2,3,9,9,6,2
nstp-6,0,2,0,3,1,5
cyp-34A8,0,7,1,1,1,8
cyp-34A9,3,0,5,2,2,5
faah-1,36,45,27,34,35,34
faah-2,36,21,41,38,25,9
clec-51,5,6,19,9,13,8
clec-52,15,1,6,6,10,5
B0222.1,3,0,4,1,0,0
pitr-3,0,0,0,2,0,0
B0222.5,3,1,6,3,1,8
gad-3,17,1,18,31,8,14
B0228.1,5,2,7,0,3,5
cpna-2,325,226,325,236,248,187
B0228.6,8,7,5,2,6,2
B0228.7,9,13,21,16,8,10
B0238.1,2,0,9,4,4,2
natc-2,21,15,16,20,34,23
B0238.11,10,14,15,22,20,6
B0238.12,8,2,6,0,3,2
B0252.1,1,8,1,2,1,5
B0252.3,3,7,6,5,13,3
B0261.1,26,18,24,18,18,11
mrpl-47,28,18,39,35,30,24
B0261.8,8,0,5,1,3,2
ggtb-1,16,20,35,16,9,5
rpia-1,10,13,20,6,18,0
B0280.9,29,49,31,20,14,21
pot-1,5,0,1,2,1,1
viro-2,13,12,15,6,18,18
B0281.3,3,3,4,1,4,0
B0286.1,5,1,14,6,5,3
pacs-1,28,13,26,17,25,14
B0294.1,3,7,8,7,10,3
B0302.5,5,0,2,8,2,1
anmt-1,1,1,0,3,8,0
B0303.3,35,39,40,70,75,26
B0303.4,44,17,37,28,31,16
B0303.7,13,13,18,9,13,18
vps-33.1,8,8,11,7,5,15
B0303.11,16,25,30,14,21,19
B0303.14,3,0,4,0,9,3
mrpl-11,27,15,24,19,24,10
B0310.1,14,21,33,16,26,14
ugt-46,30,31,31,29,27,11
rbm-26,16,22,24,32,45,27
arle-14,2,7,3,2,0,2
abi-1,9,5,10,10,5,6
B0336.7,1,3,2,0,0,3
hpo-28,8,17,11,5,11,10
B0353.1,6,21,16,21,10,9
B0361.2,22,10,11,4,9,3
B0361.3,6,9,12,12,5,7
B0361.4,1,6,5,6,6,1
psd-1,9,2,10,8,6,9
B0361.6,14,5,2,0,0,4
pho-5,8,3,8,7,12,5
algn-11,11,9,20,12,6,6
B0361.9,2,0,7,1,2,0
ykt-6,9,12,14,2,7,15
pdi-6,117,136,156,129,112,82
vang-1,2,0,3,0,0,2
B0410.3,6,0,7,2,3,3
trpp-11,44,23,50,32,48,35
vps-51,28,27,27,26,25,23
tmc-2,30,43,37,14,28,22
B0416.5,34,50,39,46,43,45
B0416.7,4,1,6,0,0,0
djr-1.1,4,2,1,0,4,0
mrpl-41,5,9,9,3,19,13
misc-1,13,5,20,6,15,1
B0432.7,4,3,4,4,2,2
trul-1,2,0,7,4,5,0
B0454.6,5,2,1,8,4,2
B0478.3,0,0,0,0,1,0
cdk-11.1,23,10,14,16,13,5
B0495.5,6,5,14,3,8,1
moa-2,0,3,2,1,0,3
B0495.7,106,176,153,97,142,83
B0495.8,11,21,14,7,19,7
B0495.9,6,7,12,5,6,4
tes-1,7,0,5,2,3,1
B0507.2,5,12,9,5,4,3
B0511.6,142,178,178,116,153,135
B0511.7,1,4,6,7,10,2
